base00,base01,base02,base03,base04,base05,base06,base07,base08,base09,base0A,base0B,base0C,base0D,base0E,base0F
#2d2d2d,#393939,#515151,#777777,#b4b7b4,#cccccc,#e0e0e0,#ffffff,#d25252,#f9a959,#ffc66d,#a5c261,#bed6ff,#6c99bb,#d197d9,#f97394
